State,District,Year,Season,Crop,Area,Yield,Rainfall
Karnataka,MYSORE,2003,Summer     ,Rice,2454,9449,
Karnataka,MYSORE,2004,Kharif     ,Rice,99284,312198.54,
Karnataka,MYSORE,2004,Rabi       ,Rice,48,162,
Karnataka,MYSORE,2004,Summer     ,Rice,19148,84113,
Karnataka,MYSORE,2005,Kharif     ,Rice,99671,294884,
Karnataka,MYSORE,2005,Rabi       ,Rice,35,78,
Karnataka,MYSORE,2005,Summer     ,Rice,21147,64086,
Karnataka,MYSORE,2006,Kharif     ,Rice,100912,276379,
Karnataka,MYSORE,2006,Rabi       ,Rice,202,465,
Karnataka,MYSORE,2006,Summer     ,Rice,13280,40624,
Karnataka,MYSORE,2007,Kharif     ,Rice,105745,315901,
Karnataka,MYSORE,2007,Rabi       ,Rice,200,435,
Karnataka,MYSORE,2007,Summer     ,Rice,16841,53740,
Karnataka,MYSORE,2008,Kharif     ,Rice,110591,327791.72,
Karnataka,MYSORE,2008,Summer     ,Rice,13212,37629,
Karnataka,MYSORE,2009,Kharif     ,Rice,110196,341277.01,
Karnataka,MYSORE,2009,Summer     ,Rice,13454,40747,
Karnataka,MYSORE,2010,Kharif     ,Rice,106382,337247,
Karnataka,MYSORE,2010,Summer     ,Rice,18712,56724,
Karnataka,MYSORE,2011,Kharif     ,Rice,107820,349693,
Karnataka,MYSORE,2011,Rabi       ,Rice,4,9,
Karnataka,MYSORE,2011,Summer     ,Rice,13180,45113,
Karnataka,MYSORE,2012,Kharif     ,Rice,87894,276550,
Karnataka,MYSORE,2012,Rabi       ,Rice,240,579,
Karnataka,MYSORE,2012,Summer     ,Rice,901,2709,
Karnataka,MYSORE,2013,Kharif     ,Rice,91737,311039,
Karnataka,MYSORE,2013,Rabi       ,Rice,50,125,
Karnataka,MYSORE,2013,Summer     ,Rice,10661,39236,
Karnataka,MYSORE,2014,Kharif     ,Rice,94359,319929,
Karnataka,MYSORE,2014,Summer     ,Rice,8864,30349,
Karnataka,RAICHUR,1997,Kharif     ,Rice,92636,287526,
Karnataka,RAICHUR,1997,Summer     ,Rice,79540,190102,
Karnataka,RAICHUR,1998,Kharif     ,Rice,66264,225260,
Karnataka,RAICHUR,1998,Summer     ,Rice,51083,170193,
Karnataka,RAICHUR,1999,Kharif     ,Rice,90604,278618,
Karnataka,RAICHUR,1999,Summer     ,Rice,57121,180417,
Karnataka,RAICHUR,2000,Kharif     ,Rice,90009,294349,
Karnataka,RAICHUR,2000,Summer     ,Rice,51537,151023,
Karnataka,RAICHUR,2001,Kharif     ,Rice,77825,245184,
Karnataka,RAICHUR,2001,Summer     ,Rice,43935,108088,
Karnataka,RAICHUR,2002,Kharif     ,Rice,81970,271989,
Karnataka,RAICHUR,2002,Summer     ,Rice,5954,13383,
Karnataka,RAICHUR,2003,Kharif     ,Rice,65710,172865,
Karnataka,RAICHUR,2003,Rabi       ,Rice,7058,20920,
Karnataka,RAICHUR,2003,Summer     ,Rice,6234,18738,
Karnataka,RAICHUR,2004,Kharif     ,Rice,89833,240662.61,
Karnataka,RAICHUR,2004,Rabi       ,Rice,555,1872,
Karnataka,RAICHUR,2004,Summer     ,Rice,17602,53376,
Karnataka,RAICHUR,2005,Kharif     ,Rice,100632,273862,
Karnataka,RAICHUR,2005,Summer     ,Rice,77553,155308,
Karnataka,RAICHUR,2006,Kharif     ,Rice,81530,285068,
Karnataka,RAICHUR,2006,Summer     ,Rice,56238,130306,
Karnataka,RAICHUR,2007,Kharif     ,Rice,96323,286365,
Karnataka,RAICHUR,2007,Summer     ,Rice,63904,175509,
Karnataka,RAICHUR,2008,Kharif     ,Rice,94423,334587.9,
Karnataka,RAICHUR,2008,Summer     ,Rice,70502,188205,
Karnataka,RAICHUR,2009,Kharif     ,Rice,96230,252315.06,
Karnataka,RAICHUR,2009,Summer     ,Rice,80210,240181,
Karnataka,RAICHUR,2010,Kharif     ,Rice,100297,309529,
Karnataka,RAICHUR,2010,Summer     ,Rice,74459,212420,
Karnataka,RAICHUR,2011,Kharif     ,Rice,105525,346950,
Karnataka,RAICHUR,2011,Summer     ,Rice,37175,108244,
Karnataka,RAICHUR,2012,Kharif     ,Rice,113989,354865,
Karnataka,RAICHUR,2012,Summer     ,Rice,37718,115881,
Karnataka,RAICHUR,2013,Kharif     ,Rice,107557,347511,
Karnataka,RAICHUR,2013,Summer     ,Rice,70799,225452,
Karnataka,RAICHUR,2014,Kharif     ,Rice,97935,320982,
Karnataka,RAICHUR,2014,Summer     ,Rice,64645,171894,
Karnataka,RAMANAGARA,2007,Kharif     ,Rice,5784,15901,
Karnataka,RAMANAGARA,2007,Summer     ,Rice,290,905,
Karnataka,RAMANAGARA,2008,Kharif     ,Rice,6252,16531,
Karnataka,RAMANAGARA,2008,Summer     ,Rice,360,1130,
Karnataka,RAMANAGARA,2009,Kharif     ,Rice,7446,21277,
Karnataka,RAMANAGARA,2009,Summer     ,Rice,868,2738,
Karnataka,RAMANAGARA,2010,Kharif     ,Rice,7884,19794,
Karnataka,RAMANAGARA,2010,Summer     ,Rice,589,1744,
Karnataka,RAMANAGARA,2011,Kharif     ,Rice,7230,19461,
Karnataka,RAMANAGARA,2011,Summer     ,Rice,467,802,
Karnataka,RAMANAGARA,2012,Kharif     ,Rice,6340,15407,
Karnataka,RAMANAGARA,2012,Summer     ,Rice,412,849,
Karnataka,RAMANAGARA,2013,Kharif     ,Rice,5321,13931,
Karnataka,RAMANAGARA,2013,Summer     ,Rice,431,799,
Karnataka,RAMANAGARA,2014,Kharif     ,Rice,4617,10759,
Karnataka,RAMANAGARA,2014,Rabi       ,Rice,2,5,
Karnataka,RAMANAGARA,2014,Summer     ,Rice,605,1887,
Karnataka,SHIMOGA,1997,Kharif     ,Rice,162939,370499,
Karnataka,SHIMOGA,1997,Summer     ,Rice,38347,119344,
Karnataka,SHIMOGA,1998,Kharif     ,Rice,136875,315137,
Karnataka,SHIMOGA,1998,Summer     ,Rice,21758,68480,
Karnataka,SHIMOGA,1999,Kharif     ,Rice,138371,314020,
Karnataka,SHIMOGA,1999,Summer     ,Rice,22658,69311,
Karnataka,SHIMOGA,2000,Kharif     ,Rice,135079,309306,
Karnataka,SHIMOGA,2000,Summer     ,Rice,21285,61673,
Karnataka,SHIMOGA,2001,Kharif     ,Rice,131783,197149,
Karnataka,SHIMOGA,2001,Summer     ,Rice,17038,47441,
Karnataka,SHIMOGA,2002,Kharif     ,Rice,131561,195445,
Karnataka,SHIMOGA,2002,Summer     ,Rice,7472,19038,
Karnataka,SHIMOGA,2003,Kharif     ,Rice,113986,217783,
Karnataka,SHIMOGA,2003,Rabi       ,Rice,5,15,
Karnataka,SHIMOGA,2003,Summer     ,Rice,6262,24164,
Karnataka,SHIMOGA,2004,Kharif     ,Rice,114078,249260.43,
Karnataka,SHIMOGA,2004,Summer     ,Rice,14045,64219,
Karnataka,SHIMOGA,2005,Kharif     ,Rice,116186,275507,
Karnataka,SHIMOGA,2005,Summer     ,Rice,17408,57617,
Karnataka,SHIMOGA,2006,Kharif     ,Rice,117493,267405,
Karnataka,SHIMOGA,2006,Summer     ,Rice,15189,47313,
Karnataka,SHIMOGA,2007,Kharif     ,Rice,114973,279602,
Karnataka,SHIMOGA,2007,Summer     ,Rice,15004,44260,
Karnataka,SHIMOGA,2008,Kharif     ,Rice,114629,267887.97,
Karnataka,SHIMOGA,2008,Summer     ,Rice,16441,52677,
Karnataka,SHIMOGA,2009,Kharif     ,Rice,115124,265763.75,
Karnataka,SHIMOGA,2009,Summer     ,Rice,18135,54388,
Karnataka,SHIMOGA,2010,Kharif     ,Rice,112819,307516,
Karnataka,SHIMOGA,2010,Summer     ,Rice,19575,67802,
Karnataka,SHIMOGA,2011,Kharif     ,Rice,111399,324594,
Karnataka,SHIMOGA,2011,Summer     ,Rice,17580,60060,
Karnataka,SHIMOGA,2012,Kharif     ,Rice,107987,279757,
Karnataka,SHIMOGA,2012,Summer     ,Rice,15324,49147,
Karnataka,SHIMOGA,2013,Kharif     ,Rice,108268,326666,
Karnataka,SHIMOGA,2013,Summer     ,Rice,16354,54144,
Karnataka,SHIMOGA,2014,Kharif     ,Rice,105581,313744,
Karnataka,SHIMOGA,2014,Summer     ,Rice,16288,56262,
Karnataka,TUMKUR,1997,Kharif     ,Rice,22589,57865,
Karnataka,TUMKUR,1997,Rabi       ,Rice,909,1963,
Karnataka,TUMKUR,1997,Summer     ,Rice,10102,31535,
Karnataka,TUMKUR,1998,Kharif     ,Rice,29765,81706,
Karnataka,TUMKUR,1998,Rabi       ,Rice,1301,2828,
Karnataka,TUMKUR,1998,Summer     ,Rice,16382,52369,
Karnataka,TUMKUR,1999,Kharif     ,Rice,27627,72363,
Karnataka,TUMKUR,1999,Rabi       ,Rice,1533,3265,
Karnataka,TUMKUR,1999,Summer     ,Rice,10873,31360,
Karnataka,TUMKUR,2000,Kharif     ,Rice,30892,88230,
Karnataka,TUMKUR,2000,Rabi       ,Rice,2525,5409,
Karnataka,TUMKUR,2000,Summer     ,Rice,23498,58576,
Karnataka,TUMKUR,2001,Kharif     ,Rice,24781,58974,
Karnataka,TUMKUR,2001,Rabi       ,Rice,1708,3273,
Karnataka,TUMKUR,2001,Summer     ,Rice,23875,70221,
Karnataka,TUMKUR,2002,Kharif     ,Rice,14283,34214,
Karnataka,TUMKUR,2002,Rabi       ,Rice,744,1623,
Karnataka,TUMKUR,2002,Summer     ,Rice,2509,8041,
Karnataka,TUMKUR,2003,Kharif     ,Rice,11589,27546,
Karnataka,TUMKUR,2003,Rabi       ,Rice,273,917,
Karnataka,TUMKUR,2003,Summer     ,Rice,1283,5685,
Karnataka,TUMKUR,2004,Kharif     ,Rice,21635,60221.02,
Karnataka,TUMKUR,2004,Rabi       ,Rice,1588,5356,
Karnataka,TUMKUR,2004,Summer     ,Rice,2916,12809,
Karnataka,TUMKUR,2005,Kharif     ,Rice,27455,69045,
Karnataka,TUMKUR,2005,Rabi       ,Rice,422,934,
Karnataka,TUMKUR,2005,Summer     ,Rice,11205,35851,
Karnataka,TUMKUR,2006,Kharif     ,Rice,23853,56459,
Karnataka,TUMKUR,2006,Rabi       ,Rice,140,322,
Karnataka,TUMKUR,2006,Summer     ,Rice,5023,18023,
Karnataka,TUMKUR,2007,Kharif     ,Rice,18728,54575,
Karnataka,TUMKUR,2007,Rabi       ,Rice,1525,3315,
Karnataka,TUMKUR,2007,Summer     ,Rice,9619,27506,
Karnataka,TUMKUR,2008,Kharif     ,Rice,24342,61512.23,
Karnataka,TUMKUR,2008,Rabi       ,Rice,1531,4253,
Karnataka,TUMKUR,2008,Summer     ,Rice,13943,41168,
Karnataka,TUMKUR,2009,Kharif     ,Rice,26158,65355.76,
Karnataka,TUMKUR,2009,Rabi       ,Rice,718,1764,
Karnataka,TUMKUR,2009,Summer     ,Rice,9459,25925,
Karnataka,TUMKUR,2010,Kharif     ,Rice,23766,66025,
Karnataka,TUMKUR,2010,Rabi       ,Rice,461,1421,
Karnataka,TUMKUR,2010,Summer     ,Rice,10349,31186,
Karnataka,TUMKUR,2011,Kharif     ,Rice,22359,56895,
Karnataka,TUMKUR,2011,Rabi       ,Rice,239,772,
Karnataka,TUMKUR,2011,Summer     ,Rice,5839,19498,
Karnataka,TUMKUR,2012,Kharif     ,Rice,14298,36131,
Karnataka,TUMKUR,2012,Rabi       ,Rice,147,387,
Karnataka,TUMKUR,2012,Summer     ,Rice,442,1201,
Karnataka,TUMKUR,2013,Kharif     ,Rice,11659,34225,
Karnataka,TUMKUR,2013,Rabi       ,Rice,109,274,
Karnataka,TUMKUR,2013,Summer     ,Rice,1268,3994,
Karnataka,TUMKUR,2014,Kharif     ,Rice,7636,22713,
Karnataka,TUMKUR,2014,Rabi       ,Rice,67,165,
Karnataka,TUMKUR,2014,Summer     ,Rice,1802,4054,
Karnataka,UDUPI,1998,Kharif     ,Rice,54300,94221,
Karnataka,UDUPI,1998,Rabi       ,Rice,13680,24573,
Karnataka,UDUPI,1998,Summer     ,Rice,1618,3312,
Karnataka,UDUPI,1999,Kharif     ,Rice,53534,93170,
Karnataka,UDUPI,1999,Rabi       ,Rice,14847,27686,
Karnataka,UDUPI,1999,Summer     ,Rice,1511,3052,
Karnataka,UDUPI,2000,Kharif     ,Rice,52574,106050,
Karnataka,UDUPI,2000,Rabi       ,Rice,13283,27170,
Karnataka,UDUPI,2000,Summer     ,Rice,1279,2570,
Karnataka,UDUPI,2001,Kharif     ,Rice,52119,114744,
Karnataka,UDUPI,2001,Rabi       ,Rice,12885,23456,
Karnataka,UDUPI,2001,Summer     ,Rice,725,1402,
Karnataka,UDUPI,2002,Kharif     ,Rice,51179,107809,
Karnataka,UDUPI,2002,Rabi       ,Rice,11841,23960,
Karnataka,UDUPI,2002,Summer     ,Rice,468,1132,
Karnataka,UDUPI,2003,Kharif     ,Rice,50975,126487,
Karnataka,UDUPI,2003,Rabi       ,Rice,10922,30362,
Karnataka,UDUPI,2003,Summer     ,Rice,206,804,
Karnataka,UDUPI,2004,Kharif     ,Rice,51390,124492.27,
Karnataka,UDUPI,2004,Rabi       ,Rice,10723,34153,
Karnataka,UDUPI,2004,Summer     ,Rice,177,792,
Karnataka,UDUPI,2005,Kharif     ,Rice,51709,132551,
Karnataka,UDUPI,2005,Rabi       ,Rice,10910,22966,
Karnataka,UDUPI,2005,Summer     ,Rice,146,338,
Karnataka,UDUPI,2006,Kharif     ,Rice,51355,131763,
Karnataka,UDUPI,2006,Rabi       ,Rice,10912,24184,
Karnataka,UDUPI,2006,Summer     ,Rice,160,404,
Karnataka,UDUPI,2007,Kharif     ,Rice,51353,124387,
Karnataka,UDUPI,2007,Rabi       ,Rice,10505,23099,
Karnataka,UDUPI,2007,Summer     ,Rice,142,343,
Karnataka,UDUPI,2008,Kharif     ,Rice,51040,117825.84,
Karnataka,UDUPI,2008,Rabi       ,Rice,10318,22594,
Karnataka,UDUPI,2008,Summer     ,Rice,154,336,
Karnataka,UDUPI,2009,Kharif     ,Rice,48083,116481.07,
Karnataka,UDUPI,2009,Rabi       ,Rice,9283,21400,
Karnataka,UDUPI,2009,Summer     ,Rice,143,316,
Karnataka,UDUPI,2010,Kharif     ,Rice,47200,122102,
Karnataka,UDUPI,2010,Rabi       ,Rice,8982,19578,
Karnataka,UDUPI,2010,Summer     ,Rice,158,382,
Karnataka,UDUPI,2011,Kharif     ,Rice,46990,121037,
Karnataka,UDUPI,2011,Rabi       ,Rice,8239,18951,
Karnataka,UDUPI,2011,Summer     ,Rice,103,231,
Karnataka,UDUPI,2012,Kharif     ,Rice,44563,110579,
Karnataka,UDUPI,2012,Rabi       ,Rice,6949,15362,
Karnataka,UDUPI,2012,Summer     ,Rice,96,221,
Karnataka,UDUPI,2013,Kharif     ,Rice,44663,120373,
Karnataka,UDUPI,2013,Rabi       ,Rice,6824,17231,
Karnataka,UDUPI,2013,Summer     ,Rice,110,291,
Karnataka,UDUPI,2014,Kharif     ,Rice,43013,119359,
Karnataka,UDUPI,2014,Rabi       ,Rice,6441,17690,
Karnataka,UDUPI,2014,Summer     ,Rice,95,283,
Karnataka,UTTAR KANNAD,1997,Kharif     ,Rice,85415,128113,
Karnataka,UTTAR KANNAD,1997,Rabi       ,Rice,2431,4888,
Karnataka,UTTAR KANNAD,1997,Summer     ,Rice,2467,4888,
Karnataka,UTTAR KANNAD,1998,Kharif     ,Rice,84624,146655,
Karnataka,UTTAR KANNAD,1998,Rabi       ,Rice,2486,4738,
Karnataka,UTTAR KANNAD,1998,Summer     ,Rice,2758,5646,
Karnataka,UTTAR KANNAD,1999,Kharif     ,Rice,83704,136236,
Karnataka,UTTAR KANNAD,1999,Rabi       ,Rice,2592,5064,
Karnataka,UTTAR KANNAD,1999,Summer     ,Rice,2435,7304,
Karnataka,UTTAR KANNAD,2000,Kharif     ,Rice,85251,145985,
Karnataka,UTTAR KANNAD,2000,Rabi       ,Rice,2459,5044,
Karnataka,UTTAR KANNAD,2000,Summer     ,Rice,2784,6943,
Karnataka,UTTAR KANNAD,2001,Kharif     ,Rice,81215,87420,
Karnataka,UTTAR KANNAD,2001,Rabi       ,Rice,2380,4459,
Karnataka,UTTAR KANNAD,2001,Summer     ,Rice,1412,2638,
Karnataka,UTTAR KANNAD,2002,Kharif     ,Rice,82568,96656,
Karnataka,UTTAR KANNAD,2002,Rabi       ,Rice,2190,3710,
Karnataka,UTTAR KANNAD,2002,Summer     ,Rice,1385,3227,
Karnataka,UTTAR KANNAD,2003,Kharif     ,Rice,80050,125609,
Karnataka,UTTAR KANNAD,2003,Rabi       ,Rice,2196,7190,
Karnataka,UTTAR KANNAD,2003,Summer     ,Rice,1324,4930,
Karnataka,UTTAR KANNAD,2004,Kharif     ,Rice,78702,139814.1,
Karnataka,UTTAR KANNAD,2004,Rabi       ,Rice,2066,6493,
Karnataka,UTTAR KANNAD,2004,Summer     ,Rice,1429,4599,
Karnataka,UTTAR KANNAD,2005,Kharif     ,Rice,78255,157443,
Karnataka,UTTAR KANNAD,2005,Rabi       ,Rice,2030,4418,
Karnataka,UTTAR KANNAD,2005,Summer     ,Rice,2027,4791,
Karnataka,UTTAR KANNAD,2006,Kharif     ,Rice,77829,154515,
Karnataka,UTTAR KANNAD,2006,Rabi       ,Rice,1913,4791,
Karnataka,UTTAR KANNAD,2006,Summer     ,Rice,1442,3717,
Karnataka,UTTAR KANNAD,2007,Kharif     ,Rice,77362,155370,
Karnataka,UTTAR KANNAD,2007,Rabi       ,Rice,1909,4075,
Karnataka,UTTAR KANNAD,2007,Summer     ,Rice,1706,3847,
Karnataka,UTTAR KANNAD,2008,Kharif     ,Rice,77373,115401.83,
Karnataka,UTTAR KANNAD,2008,Rabi       ,Rice,1918,4456,
Karnataka,UTTAR KANNAD,2008,Summer     ,Rice,1199,2650,
Karnataka,UTTAR KANNAD,2009,Kharif     ,Rice,76409,146628.87,
Karnataka,UTTAR KANNAD,2009,Rabi       ,Rice,1802,4209,
Karnataka,UTTAR KANNAD,2009,Summer     ,Rice,2061,4707,
Karnataka,UTTAR KANNAD,2010,Kharif     ,Rice,75425,143863,
Karnataka,UTTAR KANNAD,2010,Rabi       ,Rice,2036,4460,
Karnataka,UTTAR KANNAD,2010,Summer     ,Rice,1558,3137,
Karnataka,UTTAR KANNAD,2011,Kharif     ,Rice,72590,144585,
Karnataka,UTTAR KANNAD,2011,Rabi       ,Rice,1869,4262,
Karnataka,UTTAR KANNAD,2011,Summer     ,Rice,1289,2818,
Karnataka,UTTAR KANNAD,2012,Kharif     ,Rice,71506,144149,
Karnataka,UTTAR KANNAD,2012,Rabi       ,Rice,1567,3421,
Karnataka,UTTAR KANNAD,2012,Summer     ,Rice,1211,2499,
Karnataka,UTTAR KANNAD,2013,Kharif     ,Rice,67136,163211,
Karnataka,UTTAR KANNAD,2013,Rabi       ,Rice,1527,4115,
Karnataka,UTTAR KANNAD,2013,Summer     ,Rice,1302,2997,
Karnataka,UTTAR KANNAD,2014,Kharif     ,Rice,65865,145604,
Karnataka,UTTAR KANNAD,2014,Rabi       ,Rice,1498,4012,
Karnataka,UTTAR KANNAD,2014,Summer     ,Rice,1147,3086,
Karnataka,YADGIR,2010,Kharif     ,Rice,52699,106769,
Karnataka,YADGIR,2010,Rabi       ,Rice,3520,8166,
Karnataka,YADGIR,2010,Summer     ,Rice,39552,81236,
Karnataka,YADGIR,2011,Kharif     ,Rice,51863,102798,
Karnataka,YADGIR,2011,Rabi       ,Rice,9510,18015,
Karnataka,YADGIR,2011,Summer     ,Rice,7726,11222,
Karnataka,YADGIR,2012,Kharif     ,Rice,48612,64608,
Karnataka,YADGIR,2012,Rabi       ,Rice,7006,9731,
Karnataka,YADGIR,2012,Summer     ,Rice,6912,9285,
Karnataka,YADGIR,2013,Kharif     ,Rice,50943,101680,
Karnataka,YADGIR,2013,Rabi       ,Rice,7555,13859,
Karnataka,YADGIR,2013,Summer     ,Rice,10905,18875,
Karnataka,YADGIR,2014,Kharif     ,Rice,51456,146014,
Karnataka,YADGIR,2014,Rabi       ,Rice,15448,36542,
Karnataka,YADGIR,2014,Summer     ,Rice,15205,35029,
Kerala,ALAPPUZHA,1998,Autumn     ,Rice,8719,17570,
Kerala,ALAPPUZHA,1998,Summer     ,Rice,19058,58013,
Kerala,ALAPPUZHA,1998,Winter     ,Rice,7348,16098,
Kerala,ALAPPUZHA,1999,Autumn     ,Rice,8233,24776,
Kerala,ALAPPUZHA,1999,Summer     ,Rice,16404,39718,
Kerala,ALAPPUZHA,1999,Winter     ,Rice,10689,27593,
Kerala,ALAPPUZHA,2000,Autumn     ,Rice,9808,16384,
Kerala,ALAPPUZHA,2000,Summer     ,Rice,17536,55953,
Kerala,ALAPPUZHA,2000,Winter     ,Rice,10396,31207,
Kerala,ALAPPUZHA,2001,Autumn     ,Rice,6851,2390,
Kerala,ALAPPUZHA,2001,Summer     ,Rice,8741,22668,
Kerala,ALAPPUZHA,2001,Winter     ,Rice,17519,47741,
Kerala,ALAPPUZHA,2002,Autumn     ,Rice,3721,9467,
Kerala,ALAPPUZHA,2002,Summer     ,Rice,8765,28992,
Kerala,ALAPPUZHA,2002,Winter     ,Rice,17149,53102,
Kerala,ALAPPUZHA,2003,Autumn     ,Rice,5650,11736,
Kerala,ALAPPUZHA,2003,Summer     ,Rice,9727,21180,
Kerala,ALAPPUZHA,2003,Winter     ,Rice,16706,30092,
Kerala,ALAPPUZHA,2004,Autumn     ,Rice,6366,18345,
Kerala,ALAPPUZHA,2004,Summer     ,Rice,11991,27680,
Kerala,ALAPPUZHA,2004,Winter     ,Rice,13801,32466,
Kerala,ALAPPUZHA,2005,Autumn     ,Rice,8643,16555,
Kerala,ALAPPUZHA,2005,Summer     ,Rice,4465,11764,
Kerala,ALAPPUZHA,2005,Winter     ,Rice,15660,43429,
Kerala,ALAPPUZHA,2006,Autumn     ,Rice,7594,22287,
Kerala,ALAPPUZHA,2006,Summer     ,Rice,9770,27762,
Kerala,ALAPPUZHA,2006,Winter     ,Rice,13696,40111,
Kerala,ALAPPUZHA,2007,Autumn     ,Rice,7991,14128,
Kerala,ALAPPUZHA,2007,Summer     ,Rice,15291,26776,
Kerala,ALAPPUZHA,2007,Winter     ,Rice,10053,21366,
Kerala,ALAPPUZHA,2008,Autumn     ,Rice,8755,26254,
Kerala,ALAPPUZHA,2008,Summer     ,Rice,18121,55997,
Kerala,ALAPPUZHA,2008,Winter     ,Rice,7267,21999,
Kerala,ALAPPUZHA,2009,Autumn     ,Rice,9128,28912,
Kerala,ALAPPUZHA,2009,Summer     ,Rice,16820,46392,
Kerala,ALAPPUZHA,2009,Winter     ,Rice,7492,22672,
Kerala,ALAPPUZHA,2010,Autumn     ,Rice,10445.22,23855.73,
Kerala,ALAPPUZHA,2010,Summer     ,Rice,22744.6,58234.49,
Kerala,ALAPPUZHA,2010,Winter     ,Rice,3869.68,9234.54,
Kerala,ALAPPUZHA,2011,Autumn     ,Rice,9966.03,30522.44,
Kerala,ALAPPUZHA,2011,Summer     ,Rice,17169.79,53156.99,
Kerala,ALAPPUZHA,2011,Winter     ,Rice,9115.09,28301.03,
Kerala,ALAPPUZHA,2012,Autumn     ,Rice,10758,32362,
Kerala,ALAPPUZHA,2012,Summer     ,Rice,20325,57043,
Kerala,ALAPPUZHA,2012,Winter     ,Rice,5112,15188,
Kerala,ALAPPUZHA,2013,Autumn     ,Rice,6339,20589,
Kerala,ALAPPUZHA,2013,Summer     ,Rice,19626,50082,
Kerala,ALAPPUZHA,2013,Winter     ,Rice,11438,36195,
Kerala,ALAPPUZHA,2014,Autumn     ,Rice,11073,28432,
Kerala,ALAPPUZHA,2014,Summer     ,Rice,18685,60549,
Kerala,ALAPPUZHA,2014,Winter     ,Rice,4657,14114,
Kerala,ERNAKULAM,1998,Autumn     ,Rice,16822,28778,
Kerala,ERNAKULAM,1998,Summer     ,Rice,12446,19138,
Kerala,ERNAKULAM,1998,Winter     ,Rice,20462,36613,
Kerala,ERNAKULAM,1999,Autumn     ,Rice,15467,31401,
Kerala,ERNAKULAM,1999,Summer     ,Rice,9737,17067,
Kerala,ERNAKULAM,1999,Winter     ,Rice,17690,33858,
Kerala,ERNAKULAM,2000,Autumn     ,Rice,14600,26770,
Kerala,ERNAKULAM,2000,Summer     ,Rice,7381,11941,
Kerala,ERNAKULAM,2000,Winter     ,Rice,15452,26596,
Kerala,ERNAKULAM,2001,Autumn     ,Rice,11821,22370,
Kerala,ERNAKULAM,2001,Summer     ,Rice,6693,10867,
Kerala,ERNAKULAM,2001,Winter     ,Rice,14391,26486,
Kerala,ERNAKULAM,2002,Autumn     ,Rice,12016,23859,
Kerala,ERNAKULAM,2002,Summer     ,Rice,6608,11936,
Kerala,ERNAKULAM,2002,Winter     ,Rice,13448,25091,
Kerala,ERNAKULAM,2003,Autumn     ,Rice,11291,20467,
Kerala,ERNAKULAM,2003,Summer     ,Rice,6155,10828,
Kerala,ERNAKULAM,2003,Winter     ,Rice,12049,22749,
Kerala,ERNAKULAM,2004,Autumn     ,Rice,10797,21349,
Kerala,ERNAKULAM,2004,Summer     ,Rice,4862,8752,
Kerala,ERNAKULAM,2004,Winter     ,Rice,12486,24400,
Kerala,ERNAKULAM,2005,Autumn     ,Rice,9976,19168,
Kerala,ERNAKULAM,2005,Summer     ,Rice,2812,5301,
Kerala,ERNAKULAM,2005,Winter     ,Rice,12146,23564,
Kerala,ERNAKULAM,2006,Autumn     ,Rice,5740,11034,
Kerala,ERNAKULAM,2006,Summer     ,Rice,2455,4432,
Kerala,ERNAKULAM,2006,Winter     ,Rice,13700,28541,
Kerala,ERNAKULAM,2007,Autumn     ,Rice,4382,8196,
Kerala,ERNAKULAM,2007,Summer     ,Rice,2236,4123,
Kerala,ERNAKULAM,2007,Winter     ,Rice,5725,12088,
Kerala,ERNAKULAM,2008,Autumn     ,Rice,5097,10172,
Kerala,ERNAKULAM,2008,Summer     ,Rice,1962,3401,
Kerala,ERNAKULAM,2008,Winter     ,Rice,5907,12334,
Kerala,ERNAKULAM,2009,Autumn     ,Rice,4090,7803,
Kerala,ERNAKULAM,2009,Summer     ,Rice,1576,2599,
Kerala,ERNAKULAM,2009,Winter     ,Rice,5121,10622,
Kerala,ERNAKULAM,2010,Autumn     ,Rice,3353.88,6379.8,
Kerala,ERNAKULAM,2010,Summer     ,Rice,1152.89,2242.17,
Kerala,ERNAKULAM,2010,Winter     ,Rice,4508.73,9200.58,
Kerala,ERNAKULAM,2011,Autumn     ,Rice,3134.85,6488.16,
Kerala,ERNAKULAM,2011,Summer     ,Rice,718.83,1567.97,
Kerala,ERNAKULAM,2011,Winter     ,Rice,3877.16,8516.26,
Kerala,ERNAKULAM,2012,Autumn     ,Rice,1370,2693,
Kerala,ERNAKULAM,2012,Summer     ,Rice,343,770,
Kerala,ERNAKULAM,2012,Winter     ,Rice,2227,5070,
Kerala,ERNAKULAM,2013,Autumn     ,Rice,911,1908,
Kerala,ERNAKULAM,2013,Summer     ,Rice,433,940,
Kerala,ERNAKULAM,2013,Winter     ,Rice,2708,6208,
Kerala,ERNAKULAM,2014,Autumn     ,Rice,1330,2593,
Kerala,ERNAKULAM,2014,Summer     ,Rice,390,857,
Kerala,ERNAKULAM,2014,Winter     ,Rice,2924,6524,
Kerala,IDUKKI,1998,Autumn     ,Rice,1065,2314,
Kerala,IDUKKI,1998,Summer     ,Rice,329,812,
Kerala,IDUKKI,1998,Winter     ,Rice,2452,5869,
Kerala,IDUKKI,1999,Autumn     ,Rice,866,2215,
Kerala,IDUKKI,1999,Summer     ,Rice,385,1122,
Kerala,IDUKKI,1999,Winter     ,Rice,2389,5719,
Kerala,IDUKKI,2000,Autumn     ,Rice,999,2323,
Kerala,IDUKKI,2000,Summer     ,Rice,291,782,
